Zillow URL,Status,Address,City,State,Zillow Rent,Beds,Baths,Furnished Evidence,55+?,Lease Term Evidence,Hospital <=15 min?,AirDNA Monthly Revenue,Net After Rent + $100,Contact / PM,Next Action,Last Checked,Evidence / Notes,Investor View,
https://www.zillow.com/apartments/atlanta-ga/perimeter-circle/5XhtQD/,KEEP — Zillow/AirDNA pass,5470 Glenridge Dr,Atlanta,GA,"$1,372",1,1,Not publicly advertised as furnished / browser QA inconclusive,No evidence,Lease terms; 6 months; 7 months,Likely <=15 min to major Atlanta hospital cluster; map verify exact drive,"$2,750","$1,278",Perimeter Circle | Website/contact: https://www.zillow.com/renter-hub/clickRedirect | Office: | Day | Open hours | | --- | --- | | Mon - Fri: | 10 am - 6 pm | | Sat: | 10 am - 5 pm | | Sun: | Closed |,"CALL TO VERIFY: ask if furnished 1-bedroom, furniture package, or corporate/30+ day lease is available; browser did not prove it online.",2026-04-28,"AirDNA annual projected revenue $33K; monthly $2,750; rent $1,372; net $1,278; occupancy 79%; ADR $114; comp strength Medium. https://app.airdna.co/data/rentalizer?address=5470%20Glenridge%20Dr%2C%20Atlanta%2C%20GA%2030342%2C%20USA&bedrooms=1&bathrooms=1&accommodates=2 | Zillow audit: cheapest current 1-bed available unit $1,372; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,372; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,372; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,372; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,372; furnished mention=False. | QA PASS: 1bd/1ba, rent <= $1,400, net > $1,000, sorted by Column N. | Contact: Perimeter Circle | Website/contact: https://www.zillow.com/renter-hub/clickRedirect | Office: | Day | Open hours | | --- | --- | | Mon - Fri: | 10 am - 6 pm | | Sat: | 10 am - 5 pm | | Sun: | Closed | | Browser furnished QA FAIL: Zillow + property website had no furnished/corporate/furniture-package evidence | Restored: not removed; furnished status should be treated as call-to-verify unless explicitly browser verified.",,
https://www.zillow.com/apartments/savannah-ga/maa-wilmington-island/5XrQNS/,KEEP — Zillow/AirDNA pass,909 Penn Waller Rd,Savannah,GA,"$1,373",1,1,Not publicly advertised as furnished / call to verify,No evidence,[Skip main navigation](https://www.zillow.com/apartments/savannah-ga/maa-wilmington-island/5XrQNS/#skip-topnav-target) [![Zillow logo](https://www.zillowstatic.com/s3/pfs/static/z-logo-default.svg)](https://www.zillow.com/) - [Sign inSign in](https://www.zillow.com/auth/user/login?login_mode=redirect&entry_point=topnav,Targeted market: Savannah; hospital demand: Memorial Health / St Josephs Candler; map verify <=15 min,"$2,733","$1,260","Show more Office hours | Day | Open hours | | --- | --- | | Mon - Fri: | 10 am - 6 pm | | Sat: | 10 am - 5 pm | | Sun: | Closed | Listed by management company Avatar/MDCreated with Sketch. - Leasing Agent - MAA Communities - Verified Source - (901) 582-6762 Ask a question ## Property map Tap on any highlighted unit to view details on availability and pricing Floor: 1 Bed: All Use ctrl + scroll to zoom the map Increase zoomDecrease zoom ## Facts, features & policies ### Building Amenities ##### C","CALL TO VERIFY: ask if furnished 1-bedroom, furniture package, or corporate/30+ day lease is available; economics pass.",2026-04-28,"[Skip main navigation](https://www.zillow.com/apartments/savannah-ga/maa-wilmington-island/5XrQNS/#skip-topnav-target) [![Zillow logo](https://www.zillowstatic.com/s3/pfs/static/z-logo-default.svg)](https://www.zillow.com/) - [Sign inSign in](https://www.zillow.com/auth/user/login?login_mode=redirect&entry_point=topnav) - [Join](https://www.zillow.com/auth/user/login?login_mode=redirect&entry_point=topnav) [Homepage](https://www.zillow.com/ ""Zillow Real Estate"") - [Buy](https://www.zillow.com/ho | AirDNA annual projected revenue $32.8K; monthly $2,733; rent $1,373; net $1,260; occupancy 56%; ADR $160; comp strength Low. https://app.airdna.co/data/rentalizer?address=909%20Penn%20Waller%20Rd%2C%20Savannah%2C%20GA%2C%20USA&bedrooms=1&bathrooms=1&accommodates=2",,
https://www.zillow.com/apartments/sandy-springs-ga/perimeter-5550/CmPczV/,KEEP — Zillow/AirDNA pass,5550 Glenridge Dr,Sandy Springs,GA,"$1,183",1,1,Not publicly advertised as furnished / browser QA inconclusive,No evidence,5 months; Lease terms; 6 months,Possible <=15 min to Northside / Emory / Wellstar; map verify exact drive,"$2,542","$1,259",Perimeter 5550 | Phone: (478) 900-2532 | Website/contact: https://www.zillow.com/renter-hub/clickRedirect | Office: | Day | Open hours | | --- | --- | | Mon - Fri: | 10 am - 6 pm | | Sat: | 10 am - 5 pm | | Sun: | Closed | Listed by management company ![Leasing Agent](https://photos.zillowstatic,"CALL TO VERIFY: ask if furnished 1-bedroom, furniture package, or corporate/30+ day lease is available; browser did not prove it online.",2026-04-28,"AirDNA annual projected revenue $30.5K; monthly $2,542; rent $1,183; net $1,259; occupancy 80%; ADR $105; comp strength Medium. https://app.airdna.co/data/rentalizer?address=5550%20Glenridge%20Dr%2C%20Sandy%20Springs%2C%20GA%2030342%2C%20USA&bedrooms=1&bathrooms=1&accommodates=2 | Zillow audit: cheapest current 1-bed available unit $1,183; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,183; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,183; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,183; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,183; furnished mention=False. | QA PASS: 1bd/1ba, rent <= $1,400, net > $1,000, sorted by Column N. | Contact: Perimeter 5550 | Phone: (478) 900-2532 | Website/contact: https://www.zillow.com/renter-hub/clickRedirect | Office: | Day | Open hours | | --- | --- | | Mon - Fri: | 10 am - 6 pm | | Sat: | 10 am - 5 pm | | Sun: | Closed | Listed by management company ![Leasing Agent](https://photos.zillowstatic | Browser furnished QA FAIL: Zillow + property website had no furnished/corporate/furniture-package evidence | Restored: not removed; furnished status should be treated as call-to-verify unless explicitly browser verified.",,
https://www.zillow.com/apartments/atlanta-ga/aven-chastain/CkXCfC/,KEEP — Zillow/AirDNA pass,240 E Belle Isle Rd NE,Atlanta,GA,"$1,368",1,1,Not publicly advertised as furnished / browser QA inconclusive,No evidence,lease term provided for each unit.Cost calculator; 220Month,Likely <=15 min to major Atlanta hospital cluster; map verify exact drive,"$2,683","$1,215",Aven Chastain | Phone: (470) 663-9331 | Website/contact: https://www.zillow.com/renter-hub/clickRedirect | Office: | Day | Open hours | | --- | --- | | Mon - Fri: | 9 am - 6 pm | | Sat: | 10 am - 5 pm | | Sun: | Closed | Listed by management company Avatar/MDCreated with Sketch. - Leasing Agent,"CALL TO VERIFY: ask if furnished 1-bedroom, furniture package, or corporate/30+ day lease is available; browser did not prove it online.",2026-04-28,"AirDNA annual projected revenue $32.2K; monthly $2,683; rent $1,010; net $1,573; occupancy 64%; ADR $137; comp strength Medium. https://app.airdna.co/data/rentalizer?address=240%20E%20Belle%20Isle%20Rd%20NE%2C%20Atlanta%2C%20GA%2030342%2C%20USA&bedrooms=1&bathrooms=1&accommodates=2 | Zillow audit: cheapest current 1-bed available unit $1,368; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,368; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,368; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,368; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,368; furnished mention=False. | QA PASS: 1bd/1ba, rent <= $1,400, net > $1,000, sorted by Column N. | Contact: Aven Chastain | Phone: (470) 663-9331 | Website/contact: https://www.zillow.com/renter-hub/clickRedirect | Office: | Day | Open hours | | --- | --- | | Mon - Fri: | 9 am - 6 pm | | Sat: | 10 am - 5 pm | | Sun: | Closed | Listed by management company Avatar/MDCreated with Sketch. - Leasing Agent | Browser furnished QA FAIL: error: page.evaluate: Target page, context or browser has been closed | Restored: not removed; furnished status should be treated as call-to-verify unless explicitly browser verified.",,
https://www.zillow.com/apartments/atlanta-ga/the-motif-by-morningside/5XmRYB/,KEEP — Zillow/AirDNA pass,2175 Lenox Rd NE,Atlanta,GA,"$1,125",1,1,Not publicly advertised as furnished / browser QA inconclusive,No evidence,[Skip main navigation](https://www.zillow.com/apartments/atlanta-ga/the-motif-by-morningside/5XmRYB/#skip-topnav-target) [![Zillow logo](https://www.zillowstatic.com/s3/pfs/static/z-logo-default.svg)](https://www.zillow.com/) - [Sign inSign in](https://www.zil,Likely <=15 min to major Atlanta hospital cluster; map verify exact drive,"$2,425","$1,200",The Motif by Morningside | Phone: (470) 243-9744 | Website/contact: https://www.zillow.com/renter-hub/clickRedirect,"CALL TO VERIFY: ask if furnished 1-bedroom, furniture package, or corporate/30+ day lease is available; browser did not prove it online.",2026-04-28,"AirDNA annual projected revenue $29.1K; monthly $2,425; rent $945; net $1,380; occupancy 61%; ADR $131; comp strength Medium. https://app.airdna.co/data/rentalizer?address=2175%20Lenox%20Rd%20NE%2C%20Atlanta%2C%20GA%2030324%2C%20USA&bedrooms=1&bathrooms=1&accommodates=2 | Zillow audit: cheapest current 1-bed available unit $1,125; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,125; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,125; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,125; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,125; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,125; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,125; furnished mention=False. | QA PASS: 1bd/1ba, rent <= $1,400, net > $1,000, sorted by Column N. | Contact: The Motif by Morningside | Phone: (470) 243-9744 | Website/contact: https://www.zillow.com/renter-hub/clickRedirect | Browser furnished QA FAIL: Zillow + property website had no furnished/corporate/furniture-package evidence | Restored: not removed; furnished status should be treated as call-to-verify unless explicitly browser verified.",,
https://www.zillow.com/apartments/atlanta-ga/capitol-gateway/5XhtSy/,KEEP — Zillow/AirDNA pass,89 Woodward Ave SE,Atlanta,GA,"$1,120",1,1,Not publicly advertised as furnished / browser QA inconclusive,No evidence,lease term provided for each unit.Cost calculator,Likely <=15 min to major Atlanta hospital cluster; map verify exact drive,"$2,408","$1,188",Capitol Gateway | Phone: (678) 647-7752 | Website/contact: https://www.zillow.com/renter-hub/clickRedirect,"CALL TO VERIFY: ask if furnished 1-bedroom, furniture package, or corporate/30+ day lease is available; browser did not prove it online.",2026-04-28,"AirDNA annual projected revenue $28.9K; monthly $2,408; rent $1,120; net $1,188; occupancy 67%; ADR $118; comp strength High. https://app.airdna.co/data/rentalizer?address=89%20Woodward%20Ave%20SE%2C%20Atlanta%2C%20GA%2030312%2C%20USA&bedrooms=1&bathrooms=1&accommodates=2 | Zillow audit: cheapest current 1-bed available unit $1,120; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,120; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,120; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,120; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,120; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,120; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,120; furnished mention=False. | QA PASS: 1bd/1ba, rent <= $1,400, net > $1,000, sorted by Column N. | Contact: Capitol Gateway | Phone: (678) 647-7752 | Website/contact: https://www.zillow.com/renter-hub/clickRedirect | Browser furnished QA FAIL: Zillow + property website had no furnished/corporate/furniture-package evidence | Restored: not removed; furnished status should be treated as call-to-verify unless explicitly browser verified.",,
https://www.zillow.com/apartments/augusta-ga/oakwood-village/5XhtQh/,KEEP — Zillow/AirDNA pass,1311 Marks Church Rd,Augusta,GA,$808,1,1,Not publicly advertised as furnished / call to verify,No evidence,[Skip main navigation](https://www.zillow.com/apartments/augusta-ga/oakwood-village/5XhtQh/#skip-topnav-target) [![Zillow logo](https://www.zillowstatic.com/s3/pfs/static/z-logo-default.svg)](https://www.zillow.com/) - [Sign inSign in](https://www.zillow.com/auth/user/login?login_mode=redirect&entry_point=topnav) - [Jo,Targeted market: Augusta; hospital demand: Piedmont Augusta / Augusta University Medical Center; map verify <=15 min,"$2,067","$1,159","[Skip main navigation](https://www.zillow.com/apartments/augusta-ga/oakwood-village/5XhtQh/#skip-topnav-target) [![Zillow logo](https://www.zillowstatic.com/s3/pfs/static/z-logo-default.svg)](https://www.zillow.com/) - [Sign inSign in](https://www.zillow.com/auth/user/login?login_mode=redirect&entry_point=topnav) - [Join](https://www.zillow.com/auth/user/login?login_mode=redirect&entry_point=topnav) [Homepage](https://www.zillow.com/ ""Zillow Real Estate"") - [Buy](https://www.zillow.com/homes/for","CALL TO VERIFY: ask if furnished 1-bedroom, furniture package, or corporate/30+ day lease is available; economics pass.",2026-04-28,"[Skip main navigation](https://www.zillow.com/apartments/augusta-ga/oakwood-village/5XhtQh/#skip-topnav-target) [![Zillow logo](https://www.zillowstatic.com/s3/pfs/static/z-logo-default.svg)](https://www.zillow.com/) - [Sign inSign in](https://www.zillow.com/auth/user/login?login_mode=redirect&entry_point=topnav) - [Join](https://www.zillow.com/auth/user/login?login_mode=redirect&entry_point=topnav) [Homepage](https://www.zillow.com/ ""Zillow Real Estate"") - [Buy](https://www.zillow.com/homes/for | AirDNA annual projected revenue $24.8K; monthly $2,067; rent $808; net $1,159; occupancy 61%; ADR $111; comp strength High. https://app.airdna.co/data/rentalizer?address=1311%20Marks%20Church%20Rd%2C%20Augusta%2C%20GA%2C%20USA&bedrooms=1&bathrooms=1&accommodates=2",,
https://www.zillow.com/apartments/atlanta-ga/gables-mill/5XhtfB/,KEEP — Zillow/AirDNA pass,100 Akers Ridge Dr SE,Atlanta,GA,"$1,205",1,1,Not publicly advertised as furnished / browser QA inconclusive,No evidence,"lease term provided for each unit.; 2



Month; 2



Month",Likely <=15 min to major Atlanta hospital cluster; map verify exact drive,"$2,450","$1,145",Gables Mill | Phone: (678) 929-9051 | Website/contact: https://www.zillow.com/renter-hub/clickRedirect | Office: Mon:9 am - 6 pm Tue:10 am - 6 pm Wed:9 am - 6 pm Thu:10 am - 6 pm Fri:9 am - 6 pm Sat:10 am - 5 pm Sun:Closed Phone number(678) 929-9051 Ask a question,"CALL TO VERIFY: ask if furnished 1-bedroom, furniture package, or corporate/30+ day lease is available; browser did not prove it online.",2026-04-28,"AirDNA annual projected revenue $29.4K; monthly $2,450; rent $650; net $1,700; occupancy 54%; ADR $149; comp strength High. https://app.airdna.co/data/rentalizer?address=100%20Akers%20Ridge%20Dr%20SE%2C%20Atlanta%2C%20GA%2C%20USA&bedrooms=1&bathrooms=1&accommodates=2 | Zillow audit: cheapest current 1-bed available unit $1,205; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,205; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,205; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,205; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,205; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,205; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,205; furnished mention=False. | QA PASS: 1bd/1ba, rent <= $1,400, net > $1,000, sorted by Column N. | Contact: Gables Mill | Phone: (678) 929-9051 | Website/contact: https://www.zillow.com/renter-hub/clickRedirect | Office: Mon:9 am - 6 pm Tue:10 am - 6 pm Wed:9 am - 6 pm Thu:10 am - 6 pm Fri:9 am - 6 pm Sat:10 am - 5 pm Sun:Closed Phone number(678) 929-9051 Ask a question | Browser furnished QA FAIL: Zillow + property website had no furnished/corporate/furniture-package evidence | Restored: not removed; furnished status should be treated as call-to-verify unless explicitly browser verified.",,
https://www.zillow.com/apartments/augusta-ga/parc-at-flowing-wells-apartment-homes/FHMN/,KEEP — Zillow/AirDNA pass,1150 Interstate Pkwy,Augusta,GA,"$1,125",1,1,Not publicly advertised as furnished / call to verify,No evidence,[Skip main navigation](https://www.zillow.com/apartments/augusta-ga/parc-at-flowing-wells-apartment-homes/FHMN/#skip-topnav-target) [![Zillow logo](https://www.zillowstatic.com/s3/pfs/static/z-logo-default.svg)](https://www.zillow.com/) - [Sign inSign in](https://www.zillow.com/auth/user/login?login_mode=redirect&entry,Targeted market: Augusta; hospital demand: Piedmont Augusta / Augusta University Medical Center; map verify <=15 min,"$2,342","$1,117","Contact our friendly, professional office staff to schedule a tour today. If you wish to report an issue or seek an accommodation, please [let us know](https://www.zillow.help/contact-us). Department of Financial Services 2600 Michelson Drive, Suite 1201, Irvine, CA 92612 \| Equal Housing Lender \| [Licensing Information](https://www.zillow.com/homeloans/licensing/) [§ 442-H New York Standard Operating Procedures](https://www.zillowstatic.com/s3/pfs/static/SOP_NYS_10-4-23.pdf) [§ New York Fair H","CALL TO VERIFY: ask if furnished 1-bedroom, furniture package, or corporate/30+ day lease is available; economics pass.",2026-04-28,"[Skip main navigation](https://www.zillow.com/apartments/augusta-ga/parc-at-flowing-wells-apartment-homes/FHMN/#skip-topnav-target) [![Zillow logo](https://www.zillowstatic.com/s3/pfs/static/z-logo-default.svg)](https://www.zillow.com/) - [Sign inSign in](https://www.zillow.com/auth/user/login?login_mode=redirect&entry_point=topnav) - [Join](https://www.zillow.com/auth/user/login?login_mode=redirect&entry_point=topnav) [Homepage](https://www.zillow.com/ ""Zillow Real Estate"") - [Buy](https://www. | AirDNA annual projected revenue $28.1K; monthly $2,342; rent $1,125; net $1,117; occupancy 61%; ADR $127; comp strength High. https://app.airdna.co/data/rentalizer?address=1150%20Interstate%20Pkwy%2C%20Augusta%2C%20GA%2C%20USA&bedrooms=1&bathrooms=1&accommodates=2",,
https://www.zillow.com/apartments/sandy-springs-ga/the-eva/FHzw/,KEEP — Zillow/AirDNA pass,789 Hammond Dr,Sandy Springs,GA,"$1,287",1,1,Not publicly advertised as furnished / browser QA inconclusive,No evidence,"1 MONTH; Lease terms; Available months 6, 7, 8, 9, 10, 11, 12, 13, 14, 15",Possible <=15 min to Northside / Emory / Wellstar; map verify exact drive,"$2,467","$1,080",The Eva | Website/contact: https://www.zillow.com/c/info/contact-us/ | Office: | Day | Open hours | | --- | --- | | Mon - Fri: | 9 am - 6 pm | | Sat: | 10 am - 5 pm | | Sun: | 1 pm - 5 pm |,"CALL TO VERIFY: ask if furnished 1-bedroom, furniture package, or corporate/30+ day lease is available; browser did not prove it online.",2026-04-28,"AirDNA annual projected revenue $29.6K; monthly $2,467; rent $1,287; net $1,080; occupancy 75%; ADR $109; comp strength High. https://app.airdna.co/data/rentalizer?address=789%20Hammond%20Dr%2C%20Sandy%20Springs%2C%20GA%2030328%2C%20USA&bedrooms=1&bathrooms=1&accommodates=2 | Zillow audit: cheapest current 1-bed available unit $1,287; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,287; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,287; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,287; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,287; furnished mention=False. | QA PASS: 1bd/1ba, rent <= $1,400, net > $1,000, sorted by Column N. | Contact: The Eva | Website/contact: https://www.zillow.com/c/info/contact-us/ | Office: | Day | Open hours | | --- | --- | | Mon - Fri: | 9 am - 6 pm | | Sat: | 10 am - 5 pm | | Sun: | 1 pm - 5 pm | | Browser furnished QA FAIL: Zillow + property website had no furnished/corporate/furniture-package evidence | Restored: not removed; furnished status should be treated as call-to-verify unless explicitly browser verified.",,
https://www.zillow.com/apartments/atlanta-ga/1660-peachtree/5XhtKJ/,KEEP — Zillow/AirDNA pass,1660 Peachtree St NW,Atlanta,GA,"$1,395",1,1,Not publicly advertised as furnished / browser QA inconclusive,No evidence,lease term provided for each unit.Cost calculator; 98Month,Likely <=15 min to major Atlanta hospital cluster; map verify exact drive,"$2,575","$1,080",1660 Peachtree | Phone: (770) 802-1581 | Website/contact: https://www.zillow.com/renter-hub/clickRedirect,"CALL TO VERIFY: ask if furnished 1-bedroom, furniture package, or corporate/30+ day lease is available; browser did not prove it online.",2026-04-28,"AirDNA annual projected revenue $30.9K; monthly $2,575; rent 1299; net $1,176; occupancy 61%; ADR $139; comp strength High. Verified manually after automation retry. | Zillow audit: cheapest current 1-bed available unit $1,395; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,395; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,395; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,395; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,395; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,395; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,395; furnished mention=False. | QA PASS: 1bd/1ba, rent <= $1,400, net > $1,000, sorted by Column N. | Contact: 1660 Peachtree | Phone: (770) 802-1581 | Website/contact: https://www.zillow.com/renter-hub/clickRedirect | Browser furnished QA FAIL: Zillow + property website had no furnished/corporate/furniture-package evidence | Restored: not removed; furnished status should be treated as call-to-verify unless explicitly browser verified.",,
https://www.zillow.com/apartments/atlanta-ga/lenox-place/5XhtnK/,KEEP — Zillow/AirDNA pass,2572 Lenox Rd NE,Atlanta,GA,"$1,100",1,1,Not publicly advertised as furnished / browser QA inconclusive,No evidence,Lease terms,Likely <=15 min to major Atlanta hospital cluster; map verify exact drive,"$2,267","$1,067",Lenox Place | Phone: (470) 730-7307 | Website/contact: https://www.zillow.com/renter-hub/clickRedirect,"CALL TO VERIFY: ask if furnished 1-bedroom, furniture package, or corporate/30+ day lease is available; browser did not prove it online.",2026-04-28,"AirDNA annual projected revenue $27.2K; monthly $2,267; rent $1,100; net $1,067; occupancy 60%; ADR $124; comp strength Medium. https://app.airdna.co/data/rentalizer?address=2572%20Lenox%20Rd%20NE%2C%20Atlanta%2C%20GA%2030324%2C%20USA&bedrooms=1&bathrooms=1&accommodates=2 | Zillow audit: cheapest current 1-bed available unit $1,100; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,100; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,100; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,100; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,100; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,100; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,100; furnished mention=False. | QA PASS: 1bd/1ba, rent <= $1,400, net > $1,000, sorted by Column N. | Contact: Lenox Place | Phone: (470) 730-7307 | Website/contact: https://www.zillow.com/renter-hub/clickRedirect | Browser furnished QA FAIL: Zillow + property website had no furnished/corporate/furniture-package evidence | Restored: not removed; furnished status should be treated as call-to-verify unless explicitly browser verified.",,
https://www.zillow.com/apartments/sandy-springs-ga/dunwoody-pointe/FHbL/,KEEP — Zillow/AirDNA pass,7901 Roswell Rd,Sandy Springs,GA,"$1,059",1,1,Not publicly advertised as furnished / browser QA inconclusive,No evidence,lease term provided for each unit.Cost calculator; Lease terms; 562Month,Possible <=15 min to Northside / Emory / Wellstar; map verify exact drive,"$2,217","$1,058",Dunwoody Pointe | Website/contact: https://www.zillow.com/c/info/contact-us/ | Office: | Day | Open hours | | --- | --- | | Mon - Fri: | 8:30 am - 5:30 pm | | Sat: | 10 am - 5 pm | | Sun: | Closed |,"CALL TO VERIFY: ask if furnished 1-bedroom, furniture package, or corporate/30+ day lease is available; browser did not prove it online.",2026-04-28,"AirDNA annual projected revenue $26.6K; monthly $2,217; rent $1,059; net $1,058; occupancy 71%; ADR $103; comp strength Low. https://app.airdna.co/data/rentalizer?address=7901%20Roswell%20Rd%2C%20Sandy%20Springs%2C%20GA%2030350%2C%20USA&bedrooms=1&bathrooms=1&accommodates=2 | Zillow audit: cheapest current 1-bed available unit $1,059; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,059; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,059; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,059; furnished mention=False. | Zillow audit: cheapest current 1-bed available unit $1,059; furnished mention=False. | QA PASS: 1bd/1ba, rent <= $1,400, net > $1,000, sorted by Column N. | Contact: Dunwoody Pointe | Website/contact: https://www.zillow.com/c/info/contact-us/ | Office: | Day | Open hours | | --- | --- | | Mon - Fri: | 8:30 am - 5:30 pm | | Sat: | 10 am - 5 pm | | Sun: | Closed | | Browser furnished QA FAIL: Zillow + property website had no furnished/corporate/furniture-package evidence | Restored: not removed; furnished status should be treated as call-to-verify unless explicitly browser verified.",,
https://www.zillow.com/apartments/augusta-ga/marks-church-commons/5XhtMs/,KEEP — Zillow/AirDNA pass,1700 Bowdoin Dr,Augusta,GA,"$1,035",1,1,Not publicly advertised as furnished / call to verify,No evidence,[Skip main navigation](https://www.zillow.com/apartments/augusta-ga/marks-church-commons/5XhtMs/#skip-topnav-target) [![Zillow logo](https://www.zillowstatic.com/s3/pfs/static/z-logo-default.svg)](https://www.zillow.com/) - [Sign inSign in](https://www.zillow.com/auth/user/login?login_mode=redirect&entry_point=topnav) ,Targeted market: Augusta; hospital demand: Piedmont Augusta / Augusta University Medical Center; map verify <=15 min,"$2,192","$1,057","Show more Office hours | Day | Open hours | | --- | --- | | Mon: | 10:30 am - 5:30 pm | | Tue: | 9:30 am - 5:30 pm | | Wed: | 10:30 am - 5:30 pm | | Thu: | 9:30 am - 5:30 pm | | Fri: | 10:30 am - 5:30 pm | | Sat: | Closed | | Sun: | Closed | ## Facts, features & policies ### Building Amenities ##### Community Rooms - Club House - Fitness Center - Lounge: Outdoor Lounge Area ##### Other - In Unit: In Select Units. #### Nearby schools in Augusta ##### GreatSchools rating - 3/10 [Sue Reynolds Eleme","CALL TO VERIFY: ask if furnished 1-bedroom, furniture package, or corporate/30+ day lease is available; economics pass.",2026-04-28,"[Skip main navigation](https://www.zillow.com/apartments/augusta-ga/marks-church-commons/5XhtMs/#skip-topnav-target) [![Zillow logo](https://www.zillowstatic.com/s3/pfs/static/z-logo-default.svg)](https://www.zillow.com/) - [Sign inSign in](https://www.zillow.com/auth/user/login?login_mode=redirect&entry_point=topnav) - [Join](https://www.zillow.com/auth/user/login?login_mode=redirect&entry_point=topnav) [Homepage](https://www.zillow.com/ ""Zillow Real Estate"") - [Buy](https://www.zillow.com/home | AirDNA annual projected revenue $26.3K; monthly $2,192; rent $1,035; net $1,057; occupancy 65%; ADR $111; comp strength High. https://app.airdna.co/data/rentalizer?address=1700%20Bowdoin%20Dr%2C%20Augusta%2C%20GA%2C%20USA&bedrooms=1&bathrooms=1&accommodates=2",,
